Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung GT-I9100P; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-G5510; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-G531Y; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-X135F; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SGH-M919N; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-A700K; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-T817R4; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-G906L; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung GT-N8013; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/11.5.3 (Tecno TECNO KI7; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.2.1 (Tecno TECNO S1; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-F936U; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/11.6.1 (Xiaomi 25042PN24C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-A710S; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-T727U; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-T719Y; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.5.2 (Tecno TECNO LB7; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-N935F; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/12.2.1 (OnePlus CPH2619; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-F766B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-L7050; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.3.0 (Xiaomi 25042PN24C; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-A042F; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.7.0 (Tecno TECNO CI6; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SAMSUNG-SGH-I717; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/11.5.3 (Xiaomi 2201122G; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-F916U1; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/12.4.1 (Tecno TECNO LH7n; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SGH-T959V; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-F766U1; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-X516N; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.8.1 (Tecno TECNO CM6; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/11.6.1 (OnePlus CPH2613; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SAMSUNG-SM-T377A; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.6.1 (Google Pixel 8a; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.1.0 (Xiaomi 2512BPNDAI; Android 16; SDK 36; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-M107F; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.7.0 (Tecno TECNO CH6IS; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-T725; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-G950U1; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-T817V; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.2.1 (Tecno TECNO BC1; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.4.1 (Xiaomi MI PLAY; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-S921Q; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 11; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.4.1 (Tecno TECNO KM4s; Android 11; SDK 30; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-A710X; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-G766N; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-T860; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SPH-M930BST; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-G550T; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.4.1 (Xiaomi 2512BPNDAI; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/11.6.1 (Tecno TECNO KM5s; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung GT-S6818V; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.7.0 (Xiaomi MI PAD 3; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-S721U1; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung GT-S5830i; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-G980F; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.1.0 (Tecno H7S; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-S916W; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-A146U1; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-X810; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-A025M; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-W2022; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.6.1 (Tecno TECNO KN4n; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-A366W; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-R865U; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-A065F; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-J810M; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.0.0 (Xiaomi Mi 9T; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung GT-P6201; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SCH-I905; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SAMSUNG-SM-T677A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung GT-P3113; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-M326B; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-G960N; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-G5309W; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.5.3 (OnePlus NE2213; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-S948B; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/12.5.2 (Tecno TECNO W5006S; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/12.1.0 (Tecno TECNO KG6p; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.7.0 (Tecno TECNO KG6p; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-A256U; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung GT-I9001; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-A3058; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SC-03K; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-A536U1; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-A505GN; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-G730V; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-P580X; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-A115W; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-E426B; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-M015G; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-T365Y; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-F711U1; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-G925T; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-G550FY; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-J337U; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.7.0 (Xiaomi MiTV2; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-S757BL; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.4.1 (Tecno TECNO CH9n; Android 16; SDK 36; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SHV-E170S; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SC-41A; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung GT-I9305T; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung GT-B5510L; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung GT-I5500M; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.0.0 (OnePlus S70A; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SHV-E160K; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-X826B; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-T116NU; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-J510H; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung GT-S6352; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/11.7.0 (Xiaomi MI 5s Plus; Android 12; SDK 32; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung GT-S5310G; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-T900; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung GT-S7392; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-A315G; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-F700U; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SCH-S950C; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-T597; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SGH-I747M; Android 15; SDK 35; HIGH)
